filename,output_name
biodiversity_prop.richness_no.disp_interpolatedTo_1.tif,bio1.0_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_1.5.tif,bio1.5_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_2.tif,bio2.0_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_2.5.tif,bio2.5_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_3.tif,bio3.0_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_3.5.tif,bio3.5_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_4.tif,bio4.0_near.tif
biodiversity_prop.richness_no.disp_interpolatedTo_4.5.tif,bio4.5_near.tif
